numero_pedido;quantidade_pedida; preco_unitario ;numero_linha_pedido;valor_venda;data_pedido;status_pedido;trimestre;mes;ano;linha_produto;preco_sugerido;codigo_produto;nome_cliente;telefone;endereco_1;endereco_2;cidade;estado;cep;pais;territorio;sobrenome_contato;nome_contato;porte_negocio
10175;26,00; R$ 1.000,00 ;1;R$ 354.328,00;06/11/2003;Enviado;4;11;2003;Caminhões e Ônibus;118;S12_4473;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;Reino Unido;EMEA;Brown;Ann;Médio
10184;37,00; R$ 1.000,00 ;6;R$ 451.622,00;14/11/2003;Enviado;4;11;2003;Caminhões e Ônibus;118;S12_4473;Iberia Gift Imports, Corp.;(95) 555 82 82;C/ Romero, 33;;Sevilla;;41101;Spain;EMEA;Roel;Jose Pedro;Médio
10195;49,00; R$ 1.000,00 ;6;R$ 644.546,00;25/11/2003;Enviado;4;11;2003;Caminhões e Ônibus;118;S12_4473;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;EUA;;Frick;Steve;Médio
10207;34,00; R$ 9.954,00 ;7;R$ 338.436,00;09/12/2003;Enviado;4;12;2003;Caminhões e Ônibus;118;S12_4473;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;EUA;;Franco;Valarie;Médio
10219;48,00; R$ 1.000,00 ;2;R$ 489.168,00;10/02/2004;Enviado;1;2;2004;Caminhões e Ônibus;118;S12_4473;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;EUA;;Taylor;Sue;Médio
10229;36,00; R$ 1.000,00 ;1;R$ 452.196,00;11/03/2004;Enviado;1;3;2004;Caminhões e Ônibus;118;S12_4473;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10246;46,00; R$ 1.000,00 ;5;R$ 506.966,00;05/05/2004;Enviado;2;5;2004;Caminhões e Ônibus;118;S12_4473;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10259;46,00; R$ 1.000,00 ;4;R$ 65.412,00;15/06/2004;Enviado;2;6;2004;Caminhões e Ônibus;118;S12_4473;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Médio
10271;31,00; R$ 9.717,00 ;5;R$ 301.227,00;20/07/2004;Enviado;3;7;2004;Caminhões e Ônibus;118;S12_4473;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10281;41,00; R$ 1.000,00 ;1;R$ 524.718,00;19/08/2004;Enviado;3;8;2004;Caminhões e Ônibus;118;S12_4473;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;EUA;;Yu;Kyung;Médio
10292;21,00; R$ 1.000,00 ;8;R$ 221.487,00;08/09/2004;Enviado;3;9;2004;Caminhões e Ônibus;118;S12_4473;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;EUA;;Yu;Kwai;Pequeno
10305;38,00; R$ 1.000,00 ;5;R$ 477.318,00;13/10/2004;Enviado;4;10;2004;Caminhões e Ônibus;118;S12_4473;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;EUA;;Hernandez;Marta;Médio
10314;45,00; R$ 1.000,00 ;14;R$ 61.857,00;22/10/2004;Enviado;4;10;2004;Caminhões e Ônibus;118;S12_4473;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Médio
10324;26,00; R$ 5.838,00 ;7;R$ 151.788,00;05/11/2004;Enviado;4;11;2004;Caminhões e Ônibus;118;S12_4473;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;EUA;;Frick;Michael;Pequeno
10336;38,00; R$ 1.000,00 ;3;R$ 63.726,00;20/11/2004;Enviado;4;11;2004;Caminhões e Ônibus;118;S12_4473;La Corne D'abondance, Co.;(1) 42.34.2555;265, boulevard Charonne;;Paris;;75012;França;EMEA;Bertrand;Marie;Médio
10349;48,00; R$ 1.000,00 ;9;R$ 523.296,00;01/12/2004;Enviado;4;12;2004;Caminhões e Ônibus;118;S12_4473;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;EUA;;Young;Jeff;Médio
10358;42,00; R$ 6.416,00 ;9;R$ 269.472,00;10/12/2004;Enviado;4;12;2004;Caminhões e Ônibus;118;S12_4473;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10371;49,00; R$ 3.571,00 ;4;R$ 174.979,00;23/01/2005;Enviado;1;1;2005;Caminhões e Ônibus;118;S12_4473;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10382;32,00; R$ 6.658,00 ;13;R$ 213.056,00;17/02/2005;Enviado;1;2;2005;Caminhões e Ônibus;118;S12_4473;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10412;54,00; R$ 1.000,00 ;5;R$ 595.134,00;03/05/2005;Enviado;2;5;2005;Caminhões e Ônibus;118;S12_4473;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10425;33,00; R$ 1.000,00 ;4;R$ 46.926,00;31/05/2005;In Process;2;5;2005;Caminhões e Ônibus;118;S12_4473;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Médio
10108;36,00; R$ 1.000,00 ;3;R$ 373.104,00;03/03/2003;Enviado;1;3;2003;Carros Clássicos;115;S12_4675;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Médio
10122;20,00; R$ 1.000,00 ;7;R$ 21.420,00;08/05/2003;Enviado;2;5;2003;Carros Clássicos;115;S12_4675;Marseille Mini Autos;91.24.4555;12, rue des Bouchers;;Marseille;;13008;França;EMEA;Lebihan;Laurence;Pequeno
10135;29,00; R$ 9.789,00 ;4;R$ 283.881,00;02/07/2003;Enviado;3;7;2003;Carros Clássicos;115;S12_4675;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10147;33,00; R$ 9.789,00 ;4;R$ 323.037,00;05/09/2003;Enviado;3;9;2003;Carros Clássicos;115;S12_4675;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;EUA;;Nelson;Allen;Médio
10160;50,00; R$ 1.000,00 ;5;R$ 51.820,00;11/10/2003;Enviado;4;10;2003;Carros Clássicos;115;S12_4675;Men 'R' US Retailers, Ltd.;2155554369;6047 Douglas Av.;;Los Angeles;CA;;EUA;;Chandler;Michael;Médio
10170;41,00; R$ 1.000,00 ;3;R$ 43.911,00;04/11/2003;Enviado;4;11;2003;Carros Clássicos;115;S12_4675;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Médio
10181;36,00; R$ 1.000,00 ;11;R$ 447.732,00;12/11/2003;Enviado;4;11;2003;Carros Clássicos;115;S12_4675;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Médio
10192;27,00; R$ 1.000,00 ;16;R$ 354.456,00;20/11/2003;Enviado;4;11;2003;Carros Clássicos;115;S12_4675;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;EUA;;Young;Valarie;Médio
10203;47,00; R$ 1.000,00 ;5;R$ 519.585,00;02/12/2003;Enviado;4;12;2003;Carros Clássicos;115;S12_4675;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10212;33,00; R$ 1.000,00 ;15;R$ 418.044,00;16/01/2004;Enviado;1;1;2004;Carros Clássicos;115;S12_4675;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10225;21,00; R$ 1.000,00 ;6;R$ 268.443,00;22/02/2004;Enviado;1;2;2004;Carros Clássicos;115;S12_4675;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Pequeno
10239;21,00; R$ 9.328,00 ;5;R$ 195.888,00;12/04/2004;Enviado;2;4;2004;Carros Clássicos;115;S12_4675;Oulu Toy Supplies, Inc.;981-443655;Torikatu 38;;Oulu;;90110;Finland;EMEA;Koskitalo;Pirkko;Pequeno
10253;41,00; R$ 1.000,00 ;10;R$ 491.057,00;01/06/2004;Cancelado;2;6;2004;Carros Clássicos;115;S12_4675;UK Collectables, Ltd.;(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;WX1 6LT;Reino Unido;EMEA;Devon;Elizabeth;Médio
10266;40,00; R$ 1.000,00 ;11;R$ 44.684,00;06/07/2004;Enviado;3;7;2004;Carros Clássicos;115;S12_4675;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Médio
10277;28,00; R$ 1.000,00 ;1;R$ 312.788,00;04/08/2004;Enviado;3;8;2004;Carros Clássicos;115;S12_4675;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Médio
10287;23,00; R$ 1.000,00 ;9;R$ 267.513,00;30/08/2004;Enviado;3;8;2004;Carros Clássicos;115;S12_4675;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Pequeno
10300;23,00; R$ 1.000,00 ;2;R$ 280.761,00;04/10/2003;Enviado;4;10;2003;Carros Clássicos;115;S12_4675;Blauer See Auto, Co.;+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;60528;Alemanha;EMEA;Keitel;Roland;Pequeno
10310;25,00; R$ 1.000,00 ;7;R$ 250.475,00;16/10/2004;Enviado;4;10;2004;Carros Clássicos;115;S12_4675;Toms Spezialitten, Ltd;0221-5554327;Mehrheimerstr. 369;;Koln;;50739;Alemanha;EMEA;Pfalzheim;Henriette;Pequeno
10321;24,00; R$ 1.000,00 ;15;R$ 298.488,00;04/11/2004;Enviado;4;11;2004;Carros Clássicos;115;S12_4675;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;EUA;;Benitez;Violeta;Pequeno
10329;39,00; R$ 6.474,00 ;15;R$ 252.486,00;15/11/2004;Enviado;4;11;2004;Carros Clássicos;115;S12_4675;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;EUA;;Yu;Kwai;Pequeno
10341;55,00; R$ 752,00 ;7;R$ 41.360,00;24/11/2004;Enviado;4;11;2004;Carros Clássicos;115;S12_4675;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Médio
10363;46,00; R$ 8.845,00 ;6;R$ 40.687,00;06/01/2005;Enviado;1;1;2005;Carros Clássicos;115;S12_4675;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Médio
10377;50,00; R$ 1.000,00 ;1;R$ 51.820,00;09/02/2005;Enviado;1;2;2005;Carros Clássicos;115;S12_4675;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Médio
10389;47,00; R$ 1.000,00 ;8;R$ 524.379,00;03/03/2005;Enviado;1;3;2005;Carros Clássicos;115;S12_4675;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Médio
10405;97,00; R$ 9.328,00 ;5;R$ 904.816,00;14/04/2005;Enviado;2;4;2005;Carros Clássicos;115;S12_4675;Mini Caravy;88.60.1555;24, place Kluber;;Strasbourg;;67000;França;EMEA;Citeaux;Frederique;Grande
10419;32,00; R$ 1.000,00 ;10;R$ 383.264,00;17/05/2005;Enviado;2;5;2005;Carros Clássicos;115;S12_4675;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Médio
10103;35,00; R$ 1.000,00 ;10;R$ 39.200,00;29/01/2003;Enviado;1;1;2003;Caminhões e Ônibus;116;S18_1097;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Médio
10113;49,00; R$ 1.000,00 ;4;R$ 491.666,00;26/03/2003;Enviado;1;3;2003;Caminhões e Ônibus;116;S18_1097;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10126;38,00; R$ 1.000,00 ;10;R$ 38.570,00;28/05/2003;Enviado;2;5;2003;Caminhões e Ônibus;116;S18_1097;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart�n;Médio
10140;32,00; R$ 1.000,00 ;10;R$ 418.144,00;24/07/2003;Enviado;3;7;2003;Caminhões e Ônibus;116;S18_1097;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;EUA;;Hirano;Juri;Médio
10150;34,00; R$ 1.000,00 ;7;R$ 46.410,00;19/09/2003;Enviado;3;9;2003;Caminhões e Ônibus;116;S18_1097;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Médio
10164;36,00; R$ 9.917,00 ;8;R$ 357.012,00;21/10/2003;Resolved;4;10;2003;Caminhões e Ônibus;116;S18_1097;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Médio
10174;48,00; R$ 9.334,00 ;3;R$ 448.032,00;06/11/2003;Enviado;4;11;2003;Caminhões e Ônibus;116;S18_1097;Australian Gift Network, Co;61-7-3844-6555;31 Duncan St. West End;;South Brisbane;Queensland;4101;Austrália;APAC;Calaghan;Tony;Médio
10183;21,00; R$ 9.684,00 ;7;R$ 203.364,00;13/11/2003;Enviado;4;11;2003;Caminhões e Ônibus;116;S18_1097;Classic Gift Ideas, Inc;2155554695;782 First Street;;Philadelphia;PA;71270;EUA;;Cervantes;Francisca;Pequeno
10194;21,00; R$ 9.334,00 ;10;R$ 196.014,00;25/11/2003;Enviado;4;11;2003;Caminhões e Ônibus;116;S18_1097;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;França;EMEA;Saveley;Mary;Pequeno
10206;34,00; R$ 1.000,00 ;5;R$ 396.678,00;05/12/2003;Enviado;4;12;2003;Caminhões e Ônibus;116;S18_1097;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canadá;;Tannamuri;Yoshi;Médio
10215;46,00; R$ 1.000,00 ;2;R$ 51.520,00;29/01/2004;Enviado;1;1;2004;Caminhões e Ônibus;116;S18_1097;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;EUA;;Thompson;Steve;Médio
10228;32,00; R$ 1.000,00 ;1;R$ 33.600,00;10/03/2004;Enviado;1;3;2004;Caminhões e Ônibus;116;S18_1097;Cambridge Collectables Co.;6175555555;4658 Baden Av.;;Cambridge;MA;51247;EUA;;Tseng;Kyung;Médio
10245;29,00; R$ 1.000,00 ;8;R$ 34.510,00;04/05/2004;Enviado;2;5;2004;Caminhões e Ônibus;116;S18_1097;Super Scale Inc.;2035559545;567 North Pendale Street;;New Haven;CT;97823;EUA;;Murphy;Leslie;Médio
10258;41,00; R$ 1.000,00 ;5;R$ 54.530,00;15/06/2004;Enviado;2;6;2004;Caminhões e Ônibus;116;S18_1097;Tokyo Collectables, Ltd;+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;106-0032;Japan;Japan;Shimamura;Akiko;Médio
10270;43,00; R$ 9.684,00 ;8;R$ 416.412,00;19/07/2004;Enviado;3;7;2004;Caminhões e Ônibus;116;S18_1097;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Austrália;APAC;Huxley;Adrian;Médio
10280;24,00; R$ 1.000,00 ;1;R$ 280.008,00;17/08/2004;Enviado;3;8;2004;Caminhões e Ônibus;116;S18_1097;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Pequeno
10291;41,00; R$ 1.000,00 ;10;R$ 468.794,00;08/09/2004;Enviado;3;9;2004;Caminhões e Ônibus;116;S18_1097;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Médio
10304;46,00; R$ 980,00 ;5;R$ 45.080,00;11/10/2004;Enviado;4;10;2004;Caminhões e Ônibus;116;S18_1097;Auto Assoc. & Cie.;30.59.8555;67, avenue de l'Europe;;Versailles;;78000;França;EMEA;Tonini;Daniel;Médio
10312;32,00; R$ 1.000,00 ;2;R$ 418.144,00;21/10/2004;Enviado;4;10;2004;Caminhões e Ônibus;116;S18_1097;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10322;22,00; R$ 1.000,00 ;10;R$ 225.104,00;04/11/2004;Enviado;4;11;2004;Caminhões e Ônibus;116;S18_1097;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;EUA;;Young;Valarie;Pequeno
10333;29,00; R$ 4.025,00 ;7;R$ 116.725,00;18/11/2004;Enviado;4;11;2004;Caminhões e Ônibus;116;S18_1097;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;EUA;;Murphy;Julie;Pequeno
10347;42,00; R$ 496,00 ;5;R$ 20.832,00;29/11/2004;Enviado;4;11;2004;Caminhões e Ônibus;116;S18_1097;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Pequeno
10357;39,00; R$ 980,00 ;1;R$ 38.220,00;10/12/2004;Enviado;4;12;2004;Caminhões e Ônibus;116;S18_1097;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10370;27,00; R$ 1.000,00 ;1;R$ 391.149,00;20/01/2005;Enviado;1;1;2005;Caminhões e Ônibus;116;S18_1097;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Médio
10381;48,00; R$ 980,00 ;2;R$ 47.040,00;17/02/2005;Enviado;1;2;2005;Caminhões e Ônibus;116;S18_1097;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Médio
10391;29,00; R$ 851,00 ;10;R$ 24.679,00;09/03/2005;Enviado;1;3;2005;Caminhões e Ônibus;116;S18_1097;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Pequeno
10411;27,00; R$ 1.000,00 ;8;R$ 32.130,00;01/05/2005;Enviado;2;5;2005;Caminhões e Ônibus;116;S18_1097;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canadá;;Fresnisre;Jean;Médio
10424;54,00; R$ 1.000,00 ;5;R$ 71.820,00;31/05/2005;In Process;2;5;2005;Caminhões e Ônibus;116;S18_1097;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Grande
10109;26,00; R$ 1.000,00 ;4;R$ 437.918,00;10/03/2003;Enviado;1;3;2003;Carros Clássicos;141;S18_1129;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;EUA;;Hernandez;Rosa;Médio
10122;34,00; R$ 1.000,00 ;2;R$ 50.048,00;08/05/2003;Enviado;2;5;2003;Carros Clássicos;141;S18_1129;Marseille Mini Autos;91.24.4555;12, rue des Bouchers;;Marseille;;13008;França;EMEA;Lebihan;Laurence;Médio
10136;25,00; R$ 1.000,00 ;2;R$ 364.475,00;04/07/2003;Enviado;3;7;2003;Carros Clássicos;141;S18_1129;Alpha Cognac;61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;31000;França;EMEA;Roulet;Annette;Médio
10148;23,00; R$ 1.000,00 ;13;R$ 270.204,00;11/09/2003;Enviado;3;9;2003;Carros Clássicos;141;S18_1129;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Pequeno
10161;28,00; R$ 1.000,00 ;12;R$ 376.488,00;17/10/2003;Enviado;4;10;2003;Carros Clássicos;141;S18_1129;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Médio
10171;35,00; R$ 1.000,00 ;2;R$ 45.080,00;05/11/2003;Enviado;4;11;2003;Carros Clássicos;141;S18_1129;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canadá;;Fresnisre;Jean;Médio
10181;44,00; R$ 1.000,00 ;6;R$ 541.816,00;12/11/2003;Enviado;4;11;2003;Carros Clássicos;141;S18_1129;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Médio
10192;22,00; R$ 1.000,00 ;11;R$ 330.066,00;20/11/2003;Enviado;4;11;2003;Carros Clássicos;141;S18_1129;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;EUA;;Young;Valarie;Médio
10204;42,00; R$ 1.000,00 ;17;R$ 61.824,00;02/12/2003;Enviado;4;12;2003;Carros Clássicos;141;S18_1129;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;EUA;;Young;Jeff;Médio
10212;29,00; R$ 1.000,00 ;10;R$ 418.673,00;16/01/2004;Enviado;1;1;2004;Carros Clássicos;141;S18_1129;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10225;32,00; R$ 1.000,00 ;1;R$ 452.928,00;22/02/2004;Enviado;1;2;2004;Carros Clássicos;141;S18_1129;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Médio
10240;41,00; R$ 1.000,00 ;3;R$ 562.889,00;13/04/2004;Enviado;2;4;2004;Carros Clássicos;141;S18_1129;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Médio
10253;26,00; R$ 1.000,00 ;5;R$ 305.448,00;01/06/2004;Cancelado;2;6;2004;Carros Clássicos;141;S18_1129;UK Collectables, Ltd.;(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;WX1 6LT;Reino Unido;EMEA;Devon;Elizabeth;Médio
10266;21,00; R$ 1.000,00 ;6;R$ 252.651,00;06/07/2004;Enviado;3;7;2004;Carros Clássicos;141;S18_1129;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Pequeno
10278;34,00; R$ 1.000,00 ;6;R$ 466.786,00;06/08/2004;Enviado;3;8;2004;Carros Clássicos;141;S18_1129;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;EUA;;King;Sue;Médio
10287;41,00; R$ 1.000,00 ;4;R$ 649.932,00;30/08/2004;Enviado;3;8;2004;Carros Clássicos;141;S18_1129;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Médio
10301;37,00; R$ 1.000,00 ;8;R$ 591.778,00;05/10/2003;Enviado;4;10;2003;Carros Clássicos;141;S18_1129;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Médio
10310;37,00; R$ 1.000,00 ;2;R$ 623.191,00;16/10/2004;Enviado;4;10;2004;Carros Clássicos;141;S18_1129;Toms Spezialitten, Ltd;0221-5554327;Mehrheimerstr. 369;;Koln;;50739;Alemanha;EMEA;Pfalzheim;Henriette;Médio
10321;41,00; R$ 1.000,00 ;10;R$ 580.314,00;04/11/2004;Enviado;4;11;2004;Carros Clássicos;141;S18_1129;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;EUA;;Benitez;Violeta;Médio
10331;46,00; R$ 1.000,00 ;6;R$ 643.402,00;17/11/2004;Enviado;4;11;2004;Carros Clássicos;141;S18_1129;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;EUA;;Hernandez;Rosa;Médio
10342;40,00; R$ 1.000,00 ;2;R$ 64.544,00;24/11/2004;Enviado;4;11;2004;Carros Clássicos;141;S18_1129;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Médio
10356;43,00; R$ 976,00 ;8;R$ 41.968,00;09/12/2004;Enviado;4;12;2004;Carros Clássicos;141;S18_1129;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;França;EMEA;Da Cunha;Daniel;Médio
10365;30,00; R$ 8.706,00 ;1;R$ 26.118,00;07/01/2005;Enviado;1;1;2005;Carros Clássicos;141;S18_1129;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;EUA;;Tam;Wing C;Pequeno
10377;35,00; R$ 1.000,00 ;2;R$ 589.505,00;09/02/2005;Enviado;1;2;2005;Carros Clássicos;141;S18_1129;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Médio
10390;36,00; R$ 9.377,00 ;14;R$ 337.572,00;04/03/2005;Enviado;1;3;2005;Carros Clássicos;141;S18_1129;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10406;61,00; R$ 1.000,00 ;3;R$ 837.469,00;15/04/2005;Disputed;2;4;2005;Carros Clássicos;141;S18_1129;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Grande
10419;38,00; R$ 1.000,00 ;5;R$ 446.424,00;17/05/2005;Enviado;2;5;2005;Carros Clássicos;141;S18_1129;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Médio
10102;39,00; R$ 1.000,00 ;2;R$ 480.831,00;10/01/2003;Enviado;1;1;2003;Carros Vintage;102;S18_1342;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;EUA;;Frick;Michael;Médio
